Date,Date(UK),O,H,L,C,V,ADA-USD
02/18/2023,2023-02-18,0.4946,0.4948,0.479,0.487,278.698,0.406331
02/19/2023,2023-02-19,0.487,0.5064,0.4868,0.498,351.593,0.400107
02/20/2023,2023-02-20,0.498,0.5011,0.4973,0.4983,132.717,0.404003
02/21/2023,2023-02-21,0.4983,0.5154,0.4983,0.5106,458.321,0.392417
02/22/2023,2023-02-22,0.5106,0.5244,0.5069,0.5137,382.201,0.388921
02/23/2023,2023-02-23,0.5137,0.5166,0.509,0.5165,149.845,0.383023
02/24/2023,2023-02-24,0.5165,0.528,0.5149,0.5266,249.066,0.365819
02/25/2023,2023-02-25,0.5266,0.5357,0.5211,0.5294,348.548,0.362364
02/26/2023,2023-02-26,0.5294,0.5298,0.5212,0.5212,110.705,0.368973
02/27/2023,2023-02-27,0.5212,0.5308,0.5198,0.5255,271.95,0.364899
02/28/2023,2023-02-28,0.5255,0.5447,0.5243,0.5373,259.554,0.352454
03/01/2023,2023-03-01,0.5373,0.5463,0.5299,0.5409,358.33,0.360356
03/02/2023,2023-03-02,0.5409,0.5785,0.5372,0.5679,861.815,0.350206
03/03/2023,2023-03-03,0.5679,0.5868,0.5632,0.5664,502.023,0.342737
03/04/2023,2023-03-04,0.5664,0.5768,0.5663,0.5764,164.069,0.336499
03/05/2023,2023-03-05,0.5764,0.5764,0.57,0.5727,194.635,0.337102
03/06/2023,2023-03-06,0.5727,0.5814,0.5708,0.5777,199.28,0.330821
03/07/2023,2023-03-07,0.5777,0.5777,0.5689,0.5692,121.544,0.330483
03/08/2023,2023-03-08,0.5692,0.5758,0.5687,0.5698,196.781,0.317577
03/09/2023,2023-03-09,0.5698,0.5717,0.5605,0.5668,278.174,0.309678
03/10/2023,2023-03-10,0.5668,0.5724,0.5553,0.5553,258.052,0.315342
03/11/2023,2023-03-11,0.5553,0.5648,0.552,0.5648,242.821,0.307327
03/12/2023,2023-03-12,0.5648,0.5665,0.5453,0.5453,182.142,0.331539
03/13/2023,2023-03-13,0.5453,0.5453,0.5383,0.5439,168.561,0.344585
03/14/2023,2023-03-14,0.5439,0.546,0.5358,0.5446,232.658,0.344308
03/15/2023,2023-03-15,0.5446,0.5617,0.5436,0.5557,399.549,0.324637
03/16/2023,2023-03-16,0.5557,0.5586,0.5507,0.5529,139.566,0.325383
03/17/2023,2023-03-17,0.5529,0.5529,0.52,0.5222,513.069,0.350524
03/18/2023,2023-03-18,0.5222,0.5241,0.5164,0.5232,198.95,0.337711
03/19/2023,2023-03-19,0.5232,0.5232,0.5086,0.51,159.941,0.34601
03/20/2023,2023-03-20,0.51,0.5272,0.5095,0.523,457.054,0.332595
03/21/2023,2023-03-21,0.523,0.5301,0.5053,0.5074,571.419,0.371236
03/22/2023,2023-03-22,0.5074,0.5177,0.4891,0.5096,781.42,0.360613
03/23/2023,2023-03-23,0.5096,0.5104,0.4987,0.5057,141.355,0.372045
03/24/2023,2023-03-24,0.5057,0.5211,0.505,0.5155,310.285,0.360083
03/25/2023,2023-03-25,0.5155,0.5241,0.515,0.5227,150.893,0.351996
03/26/2023,2023-03-26,0.5227,0.5231,0.5129,0.5191,201.621,0.356245
03/27/2023,2023-03-27,0.5191,0.5363,0.5185,0.5275,383.289,0.34551
03/28/2023,2023-03-28,0.5275,0.5281,0.5122,0.5122,183.144,0.368354
03/29/2023,2023-03-29,0.5122,0.5156,0.5015,0.5156,237.019,0.381589
03/30/2023,2023-03-30,0.5156,0.5206,0.5057,0.5091,187.142,0.376459
03/31/2023,2023-03-31,0.5091,0.5095,0.4866,0.4904,591.377,0.398923
04/01/2023,2023-04-01,0.4904,0.4996,0.4792,0.4793,306.944,0.385388
04/02/2023,2023-04-02,0.4793,0.4835,0.4693,0.4747,315.596,0.381753
04/03/2023,2023-04-03,0.4747,0.4849,0.4635,0.4658,513.947,0.387139
04/04/2023,2023-04-04,0.4658,0.4658,0.4526,0.4611,579.981,0.389683
04/05/2023,2023-04-05,0.4611,0.464,0.4419,0.4492,385.471,0.392364
04/06/2023,2023-04-06,0.4492,0.4564,0.4481,0.453,151.609,0.38321
04/07/2023,2023-04-07,0.453,0.4755,0.4449,0.4603,892.669,0.383643
04/08/2023,2023-04-08,0.4603,0.4625,0.4521,0.4538,183.862,0.385635
04/09/2023,2023-04-09,0.4538,0.454,0.4376,0.4418,272.775,0.389693
04/10/2023,2023-04-10,0.4418,0.4454,0.4385,0.4399,173.107,0.396989
04/11/2023,2023-04-11,0.4399,0.4554,0.4308,0.445,658.393,0.401456
04/12/2023,2023-04-12,0.445,0.4521,0.4357,0.4365,243.493,0.406563
04/13/2023,2023-04-13,0.4365,0.4458,0.4206,0.422,456.496,0.425759
04/14/2023,2023-04-14,0.422,0.422,0.4117,0.4124,297.494,0.43833
04/15/2023,2023-04-15,0.4124,0.4226,0.395,0.4077,523.845,0.45328
04/16/2023,2023-04-16,0.4077,0.4108,0.4057,0.4078,126.899,0.451755
04/17/2023,2023-04-17,0.4078,0.4107,0.4067,0.4098,233.217,0.434167
04/18/2023,2023-04-18,0.4098,0.4112,0.3956,0.399,333.092,0.443752
04/19/2023,2023-04-19,0.399,0.4125,0.3989,0.4125,227.81,0.415793
04/20/2023,2023-04-20,0.4125,0.4192,0.4096,0.4141,434.553,0.400731
04/21/2023,2023-04-21,0.4141,0.4216,0.4112,0.4196,193.962,0.382939
04/22/2023,2023-04-22,0.4196,0.4196,0.3991,0.4058,482.167,0.396153
04/23/2023,2023-04-23,0.4058,0.4101,0.3962,0.4026,457.323,0.389
04/24/2023,2023-04-24,0.4026,0.4034,0.3951,0.4005,347.184,0.383916
04/25/2023,2023-04-25,0.4005,0.4063,0.3925,0.3926,382.438,0.394919
04/26/2023,2023-04-26,0.3926,0.3996,0.3868,0.393,456.253,0.401498
04/27/2023,2023-04-27,0.393,0.3938,0.3794,0.3803,449.574,0.409843
04/28/2023,2023-04-28,0.3803,0.3825,0.3722,0.3723,297.295,0.404932
04/29/2023,2023-04-29,0.3723,0.3727,0.3566,0.359,362.68,0.402784
04/30/2023,2023-04-30,0.359,0.364,0.3381,0.3435,578.993,0.397354
05/01/2023,2023-05-01,0.3435,0.3906,0.3405,0.3792,1670,0.386857
05/02/2023,2023-05-02,0.3792,0.3849,0.3745,0.3804,267.211,0.391773
05/03/2023,2023-05-03,0.3804,0.3879,0.3792,0.3809,204.365,0.393942
05/04/2023,2023-05-04,0.3809,0.3944,0.3803,0.3928,269.383,0.387448
05/05/2023,2023-05-05,0.3928,0.3957,0.3839,0.386,270.936,0.394684
05/06/2023,2023-05-06,0.386,0.4334,0.3832,0.4054,657.004,0.380119
05/07/2023,2023-05-07,0.4054,0.4074,0.3974,0.3996,153.852,0.376906
05/08/2023,2023-05-08,0.3996,0.4034,0.3972,0.3974,198.547,0.365828
05/09/2023,2023-05-09,0.3974,0.3986,0.3893,0.3948,249.716,0.363806
05/10/2023,2023-05-10,0.3948,0.3964,0.3847,0.3848,178.292,0.369937
05/11/2023,2023-05-11,0.3848,0.3911,0.3847,0.3873,227.286,0.360039
05/12/2023,2023-05-12,0.3873,0.3901,0.3817,0.3818,166.335,0.370463
05/13/2023,2023-05-13,0.3818,0.3818,0.3762,0.3788,86.884,0.365031
05/14/2023,2023-05-14,0.3788,0.3788,0.3709,0.3756,152.507,0.370761
05/15/2023,2023-05-15,0.3756,0.3763,0.3704,0.3716,143.865,0.367482
05/16/2023,2023-05-16,0.3716,0.3733,0.3674,0.3674,118.885,0.36783
05/17/2023,2023-05-17,0.3674,0.3674,0.3573,0.3588,139.971,0.375425
05/18/2023,2023-05-18,0.3588,0.3619,0.3546,0.3602,241.056,0.372078
05/19/2023,2023-05-19,0.3602,0.361,0.356,0.358,131.774,0.368215
05/20/2023,2023-05-20,0.358,0.3603,0.3579,0.359,105.391,0.366357
05/21/2023,2023-05-21,0.359,0.3658,0.3585,0.3641,244.902,0.360363
05/22/2023,2023-05-22,0.3641,0.3659,0.3534,0.355,294.87,0.367997
05/23/2023,2023-05-23,0.355,0.3598,0.3519,0.3582,262.264,0.370484
05/24/2023,2023-05-24,0.3582,0.37,0.3545,0.3653,475.132,0.364234
05/25/2023,2023-05-25,0.3653,0.3685,0.3638,0.3659,124.228,0.358416
05/26/2023,2023-05-26,0.3659,0.3688,0.3537,0.3581,320.954,0.362884
05/27/2023,2023-05-27,0.3581,0.3659,0.3572,0.3581,188.434,0.366774
05/28/2023,2023-05-28,0.3581,0.3583,0.3475,0.3476,207.635,0.382999
05/29/2023,2023-05-29,0.3476,0.3493,0.3456,0.3467,213.528,0.379138
05/30/2023,2023-05-30,0.3467,0.3573,0.3436,0.3556,502.693,0.377934
05/31/2023,2023-05-31,0.3556,0.3688,0.3537,0.3613,375.613,0.374403
06/01/2023,2023-06-01,0.3613,0.3683,0.3613,0.3672,214.746,0.364724
06/02/2023,2023-06-02,0.3672,0.3871,0.3602,0.374,561.421,0.378304
06/03/2023,2023-06-03,0.374,0.4031,0.3733,0.3981,605.045,0.376028
06/04/2023,2023-06-04,0.3981,0.4033,0.3924,0.4027,231.811,0.377693
06/05/2023,2023-06-05,0.4027,0.4057,0.394,0.3993,370.364,0.352015
06/06/2023,2023-06-06,0.3993,0.4133,0.3967,0.4116,470.471,0.353715
06/07/2023,2023-06-07,0.4116,0.4221,0.4076,0.4203,476.938,0.322278
06/08/2023,2023-06-08,0.4203,0.43,0.4104,0.4221,473.636,0.323157
06/09/2023,2023-06-09,0.4221,0.4292,0.4174,0.4277,366.591,0.295401
06/10/2023,2023-06-10,0.4277,0.4465,0.4226,0.4233,919.711,0.276194
06/11/2023,2023-06-11,0.4233,0.4248,0.4042,0.4057,400.177,0.27263
06/12/2023,2023-06-12,0.4057,0.4117,0.3904,0.4014,481.913,0.275048
06/13/2023,2023-06-13,0.4014,0.4039,0.3906,0.4016,278.753,0.274986
06/14/2023,2023-06-14,0.4016,0.4116,0.3936,0.4091,503.585,0.263226
06/15/2023,2023-06-15,0.4091,0.4123,0.4015,0.4015,259.418,0.261957
06/16/2023,2023-06-16,0.4015,0.4047,0.3955,0.4029,280.544,0.263185
06/17/2023,2023-06-17,0.4029,0.4029,0.3889,0.3934,280.425,0.266928
06/18/2023,2023-06-18,0.3934,0.406,0.3904,0.3969,339.608,0.260963
06/19/2023,2023-06-19,0.3969,0.3969,0.3896,0.3896,189.392,0.263048
06/20/2023,2023-06-20,0.3896,0.3897,0.3808,0.3808,314.589,0.270329
06/21/2023,2023-06-21,0.3808,0.3821,0.3684,0.3764,452.588,0.287
06/22/2023,2023-06-22,0.3764,0.3901,0.3725,0.3836,416.051,0.290313
06/23/2023,2023-06-23,0.3836,0.3961,0.3827,0.3933,262.26,0.296482
06/24/2023,2023-06-24,0.3933,0.3969,0.3911,0.3968,126.773,0.290012
06/25/2023,2023-06-25,0.3968,0.4002,0.3892,0.3997,217.728,0.292325
06/26/2023,2023-06-26,0.3997,0.401,0.3967,0.3971,142.602,0.280354
06/27/2023,2023-06-27,0.3971,0.3974,0.3879,0.3886,243.01,0.28652
06/28/2023,2023-06-28,0.3886,0.3946,0.3863,0.3874,269.584,0.267169
06/29/2023,2023-06-29,0.3874,0.3898,0.3798,0.3809,274.245,0.275564
06/30/2023,2023-06-30,0.3809,0.3926,0.3748,0.3875,566.447,0.286956
07/01/2023,2023-07-01,0.3875,0.396,0.381,0.3918,300.589,0.29234
07/02/2023,2023-07-02,0.3918,0.4021,0.3885,0.3889,337.884,0.292055
07/03/2023,2023-07-03,0.3889,0.3904,0.3853,0.3886,203.973,0.296311
07/04/2023,2023-07-04,0.3886,0.3963,0.3874,0.3889,241.168,0.292615
07/05/2023,2023-07-05,0.3889,0.3927,0.3603,0.3814,586.74,0.284471
07/06/2023,2023-07-06,0.3814,0.3849,0.3774,0.3799,309.2,0.2797
07/07/2023,2023-07-07,0.3799,0.386,0.3721,0.3782,437.977,0.284525
07/08/2023,2023-07-08,0.3782,0.3806,0.3685,0.3688,334.825,0.290651
07/09/2023,2023-07-09,0.3688,0.3751,0.3685,0.3743,160.456,0.284591
07/10/2023,2023-07-10,0.3743,0.3764,0.3683,0.3708,272.046,0.287991
07/11/2023,2023-07-11,0.3708,0.3764,0.3603,0.3696,498.298,0.292818
07/12/2023,2023-07-12,0.3696,0.3782,0.3665,0.3761,264.267,0.288758
07/13/2023,2023-07-13,0.3761,0.4246,0.3738,0.4111,2537,0.357658
07/14/2023,2023-07-14,0.4111,0.441,0.3906,0.4299,1657,0.328801
07/15/2023,2023-07-15,0.4299,0.4406,0.4224,0.4329,671.957,0.326365
07/16/2023,2023-07-16,0.4329,0.4359,0.4237,0.4264,420.878,0.314884
07/17/2023,2023-07-17,0.4264,0.4264,0.4114,0.414,381.354,0.312489
07/18/2023,2023-07-18,0.414,0.4166,0.3936,0.4006,403.78,0.307399
07/19/2023,2023-07-19,0.4006,0.4006,0.3767,0.3809,917.021,0.323513
07/20/2023,2023-07-20,0.3809,0.3854,0.3731,0.3802,708.983,0.316093
07/21/2023,2023-07-21,0.3802,0.4104,0.3802,0.4006,663.374,0.313292
07/22/2023,2023-07-22,0.4006,0.4205,0.3926,0.4054,496.015,0.309772
07/23/2023,2023-07-23,0.4054,0.4118,0.4006,0.4054,381.66,0.317163
07/24/2023,2023-07-24,0.4054,0.4133,0.4023,0.4069,352.357,0.305309
07/25/2023,2023-07-25,0.4069,0.4111,0.4034,0.4059,310.44,0.304017
07/26/2023,2023-07-26,0.4059,0.4113,0.3978,0.4057,549.164,0.306641
07/27/2023,2023-07-27,0.4057,0.4057,0.3974,0.3996,352.497,0.307525
07/28/2023,2023-07-28,0.3996,0.41,0.393,0.3976,464.872,0.310201
07/29/2023,2023-07-29,0.3976,0.4092,0.3888,0.3946,678.697,0.312765
07/30/2023,2023-07-30,0.3946,0.3946,0.3797,0.3854,361.553,0.315633
07/31/2023,2023-07-31,0.3854,0.3876,0.3786,0.386,197.031,0.307488
08/01/2023,2023-08-01,0.386,0.3928,0.3753,0.383,405.591,0.309951
08/02/2023,2023-08-02,0.383,0.383,0.3754,0.3782,331.094,0.299389
08/03/2023,2023-08-03,0.3782,0.3943,0.3718,0.3919,743.561,0.292576
08/04/2023,2023-08-04,0.3919,0.4365,0.3858,0.4242,2293,0.293388
08/05/2023,2023-08-05,0.4242,0.4457,0.4228,0.4391,1137,0.293629
08/06/2023,2023-08-06,0.4391,0.4741,0.4381,0.4669,1225,0.292082
08/07/2023,2023-08-07,0.4669,0.4805,0.455,0.4658,778.426,0.290296
08/08/2023,2023-08-08,0.4658,0.4826,0.4655,0.4826,686.751,0.297745
08/09/2023,2023-08-09,0.4826,0.4837,0.4533,0.4575,468.658,0.30114
08/10/2023,2023-08-10,0.4575,0.4591,0.4499,0.4591,131.104,0.29613
08/11/2023,2023-08-11,0.4591,0.4615,0.4511,0.455,204.454,0.29345
08/12/2023,2023-08-12,0.455,0.458,0.4544,0.4545,78.27,0.291837
08/13/2023,2023-08-13,0.4545,0.4561,0.4484,0.4488,114.12,0.289531
08/14/2023,2023-08-14,0.4488,0.4488,0.4337,0.446,341.495,0.290611
08/15/2023,2023-08-15,0.446,0.449,0.4414,0.4422,273.967,0.281817
08/16/2023,2023-08-16,0.4422,0.443,0.4212,0.4212,326.568,0.274532
08/17/2023,2023-08-17,0.4212,0.4245,0.4058,0.4169,578.255,0.255958
08/18/2023,2023-08-18,0.4169,0.417,0.3907,0.4025,918.418,0.263892
08/19/2023,2023-08-19,0.4025,0.4058,0.3931,0.3938,406.562,0.268378
08/20/2023,2023-08-20,0.3938,0.4068,0.3926,0.4,586.941,0.270709
08/21/2023,2023-08-21,0.4,0.4178,0.3976,0.4013,550.957,0.263179
08/22/2023,2023-08-22,0.4013,0.4265,0.4005,0.4197,533.623,0.258366
08/23/2023,2023-08-23,0.4197,0.4197,0.4078,0.4083,195.253,0.267965
08/24/2023,2023-08-24,0.4083,0.4112,0.4071,0.4105,99.006,0.265884
08/25/2023,2023-08-25,0.4105,0.4161,0.4055,0.4136,280.228,0.26108
08/26/2023,2023-08-26,0.4136,0.4287,0.3975,0.4096,501.963,0.260953
08/27/2023,2023-08-27,0.4096,0.4247,0.4091,0.4172,275.538,0.263446
08/28/2023,2023-08-28,0.4172,0.4175,0.4093,0.4106,310.176,0.267434
08/29/2023,2023-08-29,0.4106,0.4174,0.405,0.4137,296.261,0.272449
08/30/2023,2023-08-30,0.4137,0.4171,0.4038,0.4115,199.783,0.265654
08/31/2023,2023-08-31,0.4115,0.4214,0.4092,0.4154,172.597,0.255373
09/01/2023,2023-09-01,0.4154,0.4304,0.4102,0.4204,666.115,0.255185
09/02/2023,2023-09-02,0.4204,0.4214,0.4113,0.4181,171.935,0.25623
09/03/2023,2023-09-03,0.4181,0.4212,0.4146,0.4207,79.133,0.255793
09/04/2023,2023-09-04,0.4207,0.4359,0.4159,0.4255,227.511,0.256146
09/05/2023,2023-09-05,0.4255,0.433,0.4219,0.4293,234.79,0.257614
09/06/2023,2023-09-06,0.4293,0.4293,0.4257,0.4278,139.075,0.257667
09/07/2023,2023-09-07,0.4278,0.4292,0.4252,0.4264,96.318,0.25772
09/08/2023,2023-09-08,0.4264,0.4377,0.4257,0.4354,234.009,0.25437
09/09/2023,2023-09-09,0.4354,0.4363,0.4311,0.4312,125.021,0.253492
09/10/2023,2023-09-10,0.4312,0.4424,0.4312,0.4402,172.745,0.249052
09/11/2023,2023-09-11,0.4402,0.4411,0.4314,0.4352,290.626,0.241873
09/12/2023,2023-09-12,0.4352,0.4364,0.3966,0.4233,541.79,0.24587
09/13/2023,2023-09-13,0.4233,0.4258,0.4227,0.4254,68.494,0.248884
09/14/2023,2023-09-14,0.4254,0.4317,0.4204,0.4267,177.834,0.251181
09/15/2023,2023-09-15,0.4267,0.4314,0.4085,0.4212,436.727,0.250643
09/16/2023,2023-09-16,0.4212,0.4311,0.4212,0.4279,199.178,0.250436
09/17/2023,2023-09-17,0.4279,0.4488,0.4252,0.4288,312.152,0.247316
09/18/2023,2023-09-18,0.4288,0.4308,0.4243,0.4278,105.666,0.251743
09/19/2023,2023-09-19,0.4278,0.4292,0.4199,0.4283,223.836,0.25526
09/20/2023,2023-09-20,0.4283,0.431,0.4251,0.4286,104.97,0.25163
09/21/2023,2023-09-21,0.4286,0.4439,0.4258,0.4382,207.599,0.245455
09/22/2023,2023-09-22,0.4382,0.447,0.4363,0.4459,129.037,0.244922
09/23/2023,2023-09-23,0.4459,0.475,0.4459,0.472,577.601,0.246133
09/24/2023,2023-09-24,0.472,0.4782,0.4671,0.478,110.486,0.243026
09/25/2023,2023-09-25,0.478,0.4818,0.4713,0.4719,293.849,0.245881
09/26/2023,2023-09-26,0.4719,0.4769,0.4628,0.4731,286.936,0.245395
09/27/2023,2023-09-27,0.4731,0.4847,0.4729,0.4834,194.374,0.244791
09/28/2023,2023-09-28,0.4834,0.5016,0.4824,0.4848,522.52,0.24912
09/29/2023,2023-09-29,0.4848,0.5026,0.4828,0.493,500.033,0.249536
09/30/2023,2023-09-30,0.493,0.504,0.4872,0.4899,315.453,0.254047
10/01/2023,2023-10-01,0.4899,0.4899,0.473,0.4742,249.723,0.265895
10/02/2023,2023-10-02,0.4742,0.4944,0.4742,0.487,439.565,0.259513
10/03/2023,2023-10-03,0.487,0.4923,0.4698,0.4913,446.504,0.261028
10/04/2023,2023-10-04,0.4913,0.5104,0.4913,0.5083,340.683,0.259315
10/05/2023,2023-10-05,0.5083,0.5253,0.503,0.5247,610.734,0.260149
10/06/2023,2023-10-06,0.5247,0.5555,0.5247,0.5533,511.694,0.264872
10/07/2023,2023-10-07,0.5533,0.5927,0.5533,0.5805,645.178,0.258735
10/08/2023,2023-10-08,0.5805,0.5864,0.5593,0.5621,516.844,0.256629
10/09/2023,2023-10-09,0.5621,0.57,0.5339,0.5435,633.023,0.251642
10/10/2023,2023-10-10,0.5435,0.5593,0.541,0.5478,523.555,0.249141
10/11/2023,2023-10-11,0.5478,0.5505,0.521,0.5224,240.869,0.248001
10/12/2023,2023-10-12,0.5224,0.5289,0.5134,0.5142,374.419,0.245922
10/13/2023,2023-10-13,0.5142,0.5209,0.5094,0.5136,251.572,0.246146
10/14/2023,2023-10-14,0.5136,0.5172,0.5127,0.5161,126.343,0.247011
10/15/2023,2023-10-15,0.5161,0.5217,0.5077,0.5151,381.45,0.247356
10/16/2023,2023-10-16,0.5151,0.5179,0.4999,0.5179,399.636,0.251563
10/17/2023,2023-10-17,0.5179,0.5243,0.5124,0.5234,248.689,0.247115
10/18/2023,2023-10-18,0.5234,0.5578,0.5234,0.5543,522.449,0.243453
10/19/2023,2023-10-19,0.5543,0.5572,0.5135,0.5279,555.013,0.246923
10/20/2023,2023-10-20,0.5279,0.5359,0.5217,0.5235,244.79,0.251138
10/21/2023,2023-10-21,0.5235,0.5301,0.5129,0.5148,286.461,0.258585
10/22/2023,2023-10-22,0.5148,0.5192,0.4998,0.506,334.375,0.263573
10/23/2023,2023-10-23,0.506,0.5154,0.4975,0.5043,572.924,0.279954
10/24/2023,2023-10-24,0.5043,0.5065,0.4858,0.4928,469.793,0.278993
10/25/2023,2023-10-25,0.4928,0.4972,0.4882,0.4896,208.288,0.280556
10/26/2023,2023-10-26,0.4896,0.4919,0.4756,0.4772,402.424,0.287292
10/27/2023,2023-10-27,0.4772,0.4844,0.4704,0.4739,342.338,0.289468
10/28/2023,2023-10-28,0.4739,0.4739,0.4591,0.4673,399.476,0.29125
10/29/2023,2023-10-29,0.4673,0.4724,0.4524,0.4622,419.863,0.295283
10/30/2023,2023-10-30,0.4622,0.4661,0.4397,0.4565,561.062,0.302734
10/31/2023,2023-10-31,0.4565,0.4767,0.453,0.459,437.561,0.293107
11/01/2023,2023-11-01,0.459,0.4639,0.4378,0.4391,485.731,0.307459
11/02/2023,2023-11-02,0.4391,0.4414,0.4259,0.4301,682.775,0.323142
11/03/2023,2023-11-03,0.4301,0.4398,0.4279,0.4319,293.069,0.329021
11/04/2023,2023-11-04,0.4319,0.4349,0.4226,0.423,176.951,0.328542
11/05/2023,2023-11-05,0.423,0.4258,0.4034,0.4108,425.708,0.34287
11/06/2023,2023-11-06,0.4108,0.4141,0.3949,0.4001,570.646,0.363408
11/07/2023,2023-11-07,0.4001,0.4118,0.3931,0.4059,493.174,0.351571
11/08/2023,2023-11-08,0.4059,0.4309,0.4006,0.4309,405.416,0.35835
11/09/2023,2023-11-09,0.4309,0.4399,0.4177,0.4184,738.246,0.368335
11/10/2023,2023-11-10,0.4184,0.423,0.4126,0.4126,266.819,0.38621
11/11/2023,2023-11-11,0.4126,0.4163,0.3926,0.3958,343.644,0.384564
11/12/2023,2023-11-12,0.3958,0.3962,0.3841,0.3931,262.218,0.383383
11/13/2023,2023-11-13,0.3931,0.3945,0.3838,0.3841,304.68,0.358415
11/14/2023,2023-11-14,0.3841,0.3884,0.3824,0.3851,259.471,0.35787
11/15/2023,2023-11-15,0.3851,0.3876,0.3781,0.3784,190.495,0.379292
11/16/2023,2023-11-16,0.3784,0.3805,0.3482,0.3714,635.817,0.371766
11/17/2023,2023-11-17,0.3714,0.3785,0.3688,0.3729,371.023,0.366609
11/18/2023,2023-11-18,0.3729,0.3816,0.3651,0.3657,399.27,0.377694
11/19/2023,2023-11-19,0.3657,0.3778,0.3631,0.3715,416.516,0.384525
11/20/2023,2023-11-20,0.3715,0.3721,0.3602,0.3646,200.22,0.380682
11/21/2023,2023-11-21,0.3646,0.3663,0.3567,0.3568,388.105,0.358631
11/22/2023,2023-11-22,0.3568,0.3609,0.3528,0.3594,384.114,0.38066
11/23/2023,2023-11-23,0.3594,0.3669,0.3568,0.3609,332.031,0.386675
11/24/2023,2023-11-24,0.3609,0.3643,0.3533,0.3542,352.23,0.386213
11/25/2023,2023-11-25,0.3542,0.3633,0.3405,0.3419,491.422,0.394811
11/26/2023,2023-11-26,0.3419,0.3447,0.3321,0.3415,478.068,0.388185
11/27/2023,2023-11-27,0.3415,0.3473,0.334,0.3388,306.303,0.378359
11/28/2023,2023-11-28,0.3388,0.3443,0.3311,0.3358,458.909,0.385624
11/29/2023,2023-11-29,0.3358,0.3367,0.3226,0.3316,682.131,0.381776
11/30/2023,2023-11-30,0.3316,0.3538,0.3222,0.3528,658.321,0.375895
12/01/2023,2023-12-01,0.3528,0.3829,0.3507,0.3793,669.698,0.384202
12/02/2023,2023-12-02,0.3793,0.3793,0.3467,0.3661,733.341,0.397798
12/03/2023,2023-12-03,0.3661,0.3725,0.3561,0.357,397.713,0.395155
12/04/2023,2023-12-04,0.357,0.3598,0.3417,0.3464,449.654,0.406811
12/05/2023,2023-12-05,0.3464,0.3527,0.337,0.3372,518.269,0.425658
12/06/2023,2023-12-06,0.3372,0.3419,0.325,0.3312,673.115,0.442406
12/07/2023,2023-12-07,0.3312,0.3414,0.3285,0.3334,559.351,0.456432
12/08/2023,2023-12-08,0.3334,0.3363,0.314,0.3164,738.402,0.545921
12/09/2023,2023-12-09,0.3164,0.3196,0.3028,0.3091,844.428,0.5786
12/10/2023,2023-12-10,0.3091,0.3184,0.301,0.3163,610.934,0.594155
12/11/2023,2023-12-11,0.3163,0.3274,0.3143,0.3148,511.33,0.551021
12/12/2023,2023-12-12,0.3148,0.3148,0.2984,0.3087,389.54,0.576407
12/13/2023,2023-12-13,0.3087,0.3087,0.2891,0.2914,462.064,0.665244
12/14/2023,2023-12-14,0.2914,0.3166,0.2904,0.3053,611.509,0.643478
12/15/2023,2023-12-15,0.3053,0.3315,0.3051,0.3315,452.676,0.601408
12/16/2023,2023-12-16,0.3315,0.337,0.3096,0.3185,496.41,0.607609
12/17/2023,2023-12-17,0.3185,0.3201,0.3148,0.3201,146.933,0.580314
12/18/2023,2023-12-18,0.3201,0.3201,0.3033,0.3035,230.49,0.601033
12/19/2023,2023-12-19,0.3035,0.3127,0.3011,0.3066,304.804,0.5766
12/20/2023,2023-12-20,0.3066,0.3184,0.2999,0.3031,530.21,0.589329
12/21/2023,2023-12-21,0.3031,0.3039,0.2916,0.2926,295.094,0.636599
12/22/2023,2023-12-22,0.2926,0.3012,0.2869,0.2906,424.787,0.624216
12/23/2023,2023-12-23,0.2906,0.3037,0.2848,0.2858,333.904,0.614548
12/24/2023,2023-12-24,0.2858,0.2918,0.2741,0.2883,432.549,0.593955
12/25/2023,2023-12-25,0.2883,0.2887,0.2704,0.2707,206.269,0.625721
12/26/2023,2023-12-26,0.2707,0.2769,0.2679,0.2735,379.461,0.608799
12/27/2023,2023-12-27,0.2735,0.2753,0.2658,0.2679,382.835,0.633535
12/28/2023,2023-12-28,0.2679,0.2778,0.2594,0.271,625.488,0.617422
12/29/2023,2023-12-29,0.271,0.2739,0.2142,0.2602,1146,0.608494
12/30/2023,2023-12-30,0.2602,0.2602,0.2512,0.2537,248.768,0.601964
12/31/2023,2023-12-31,0.2537,0.2594,0.2528,0.2581,141.856,0.594205
01/01/2024,2024-01-01,0.2581,0.2659,0.2556,0.2595,368.425,0.62311
01/02/2024,2024-01-02,0.2595,0.2636,0.2582,0.2625,192.202,0.605667
01/03/2024,2024-01-03,0.2625,0.2674,0.2477,0.2515,404.746,0.557286
01/04/2024,2024-01-04,0.2515,0.2631,0.2515,0.2546,397.507,0.570567
01/05/2024,2024-01-05,0.2546,0.262,0.2546,0.2565,174.891,0.541242
01/06/2024,2024-01-06,0.2565,0.2654,0.2529,0.2541,522.047,0.523103
01/07/2024,2024-01-07,0.2541,0.262,0.2526,0.2581,379.866,0.494174
01/08/2024,2024-01-08,0.2581,0.2859,0.2574,0.2775,677.469,0.540936
01/09/2024,2024-01-09,0.2775,0.2826,0.2729,0.2761,324.121,0.511527
01/10/2024,2024-01-10,0.2761,0.2899,0.2754,0.2871,349.022,0.566647
